Sentence_id,Text,class_label,processed_text
15261,"It hasn't produced a quart of oil or a lump of coal, or anything else in the line of energy.",1,hasnt produced quart oil lump coal anything else line energy
19540,I think there are still lot of problems in Bosnia.,0,think still lot problem bosnia
23099,John Edwards and I support tort reform.,0,john edward support tort reform
23884,"But I believe that this Agenda for American renewal I have is the answer to do it, and I believe we can get it done now, whereas we didn't in the past, because you're going to have a whole brand new bunch of people in the Congress that are going to have to listen to the same American people I'm listening to.",0,believe agenda american renewal answer believe get done whereas didnt past youre going whole brand new bunch people congress going listen american people im listening
28065,"It says if youÃ¢â‚¬â„¢ve got a complaint with your insurance company, you can take your complaint to an objective body.",1,say youve got complaint insurance company take complaint objective body
26851,Whether we're going to give our families more protection for their kids against drugs and tobacco and gangs and guns.,0,whether going give family protection kid drug tobacco gang gun
20684,I served my country in Vietnam.,0,served country vietnam
3297,And we handled it responsibly and I think Captain Miller's testimony to that effect is the best evidence.,0,handled responsibly think captain miller testimony effect best evidence
15457,"If all of the unemployed today were in a single line allowing two feet for each of them, that line would reach from New York City to Los Angeles, California.",1,unemployed today single line allowing two foot line would reach new york city los angeles california
23579,"And so, I would pick people that would be strict constructionists.",0,would pick people would strict constructionists
7765,The Congress of the United States appropriated six hundred and seventy-seven million dollars mare than the President was willing to use up till a week ago.,1,congress united state appropriated six hundred seventyseven million dollar mare president willing use till week ago
8508,"It was not an extreme bill and yet we could not get one Republican to join, at least I think four of the eight Democrats voted to send it to the floor of the House - not one Republican - and they joined with those Democrats who were opposed to it.",1,extreme bill yet could get one republican join least think four eight democrat voted send floor house one republican joined democrat opposed
13761,But I don't think it's fair.,0,dont think fair
123,But I hope you won't take my five seconds away from me.,0,hope wont take five second away
4013,I supported it because ethnic cleansing and genocide was taking place there.,0,supported ethnic cleansing genocide taking place
7076,"It makes sure that the people coming across the border are humanely treated, that they're not kept in the shadows of our society, that they're able to go back and forth to see their families.",0,make sure people coming across border humanely treated theyre kept shadow society theyre able go back forth see family
26360,Sure we want family leave.,0,sure want family leave
27309,The first -- the first -- the first -- and we kept our schools number one in the nation.,1,first first first kept school number one nation
28110,"And therefore, when they have to try to purchase drugs they do so on their own, there's no kind of collective bargaining, no power of purchasing among seniors.",0,therefore try purchase drug there kind collective bargaining power purchasing among senior
17851,"And I believe the answer to that has to also be ""yes.''",0,believe answer also yes
15057,"In all those elements, Governor Reagan has repeatedly spoken out against them, which, to me, shows a very great insensitivity to giving deprived families a better chance in life.",1,element governor reagan repeatedly spoken show great insensitivity giving deprived family better chance life
5652,Because we've got -- we have presided over the largest increase -- we've got to have a new direction for this country.,0,weve got presided largest increase weve got new direction country
7587,Today there are only three left including the one in Cuba.,1,today three left including one cuba
18894,I did a lot of work on this.,0,lot work
29162,"We have to renegotiate our trade deals, and we have to stop these countries from stealing our companies and our jobs.",0,renegotiate trade deal stop country stealing company job
1978,"And the way we do it is $2.50 for every cut, we ask for $1 of additional revenue, paid for, as I indicated earlier, by asking those of us who have done very well in this country to contribute a little bit more to reduce the deficit.",1,way every cut ask additional revenue paid indicated earlier asking u done well country contribute little bit reduce deficit
19024,I have a plan for Iraq.,0,plan iraq
22679,"And right now, Osama bin Laden might be in jail or dead.",0,right osama bin laden might jail dead
5517,But what we haven't yet seen is a rescue package for the middle class.,0,havent yet seen rescue package middle class
20479,Less dependency upon foreign sources of crude is good for consumers.,1,le dependency upon foreign source crude good consumer
6362,"Because there's not enough vouchers; therefore, we shouldn't do it, even though it's working.",1,there enough voucher therefore shouldnt even though working
3380,"In the last two years, I have made policy decisions involving - long-range difficulties and policies and made day-to-day judgments not only as president of the United States but as the leader of the free world What is the result of that leadership?",0,last two year made policy decision involving longrange difficulty policy made daytoday judgment president united state leader free world result leadership
21247,I want you to be on my team.,0,want team
3510,"Well, I think Senator McCain's absolutely right that we need more responsibility, but we need it not just when there's a crisis.",0,well think senator mccains absolutely right need responsibility need there crisis
15339,"I think it is disgraceful that the Disability Insurance Fund in Social Security finds checks going every month to tens of thousands of people who are locked up in our institutions for crime or for mental illness, and they are receiving disability checks from Social Security every month while a state institution provides for all of their needs and their care.",1,think disgraceful disability insurance fund social security find check going every month ten thousand people locked institution crime mental illness receiving disability check social security every month state institution provides need care
20286,It seems like they can't get it done.,0,seems like cant get done
19310,The drunk driver had no money.,0,drunk driver money
15493,And that's one of the things that I hope I can lead personally as the President of the United States.,0,thats one thing hope lead personally president united state
32006,"(APPLAUSE) And, look, if this were just about one video, maybe what he's saying tonight would be understandable, but everyone can draw their own conclusions at this point about whether or not the man in the video or the man on the stage respects women.",0,applause look one video maybe he saying tonight would understandable everyone draw conclusion point whether man video man stage respect woman
22588,"He said he voted for the $87 billion, and voted against it right before he voted for it.",1,said voted billion voted right voted
1545,"The American people are moving again, and moving in the right direction.",0,american people moving moving right direction
26776,"I'm sorry we didn't have a foreign policy question, because just this week Secretary Christopher said, ""Well, we really didn't know much the first couple of years about foreign policy.""",0,im sorry didnt foreign policy question week secretary christopher said well really didnt know much first couple year foreign policy
22902,We're not going to have a draft so long as I am the president.,0,going draft long president
10655,The three priorities were health...,0,three priority health
9014,I believe in freedom of choice.,0,believe freedom choice
11691,And what did we do in the late '40's and '50's and '60's?,0,late
5647,And the point is that we become energy independent and we will create millions of jobs -- millions of jobs in America.,0,point become energy independent create million job million job america
27622,"Well, we're going to be finished by 2014, and when I'm president, we'll make sure we bring our troops out by the end of 2014.",0,well going finished im president well make sure bring troop end
17658,"And so, we have set a standard that those loans and those grants are directed to the people who otherwise could not go to college, their family incomes were so low.",0,set standard loan grant directed people otherwise could go college family income low
2858,The United States is trusted by other elements in southern Africa.,0,united state trusted element southern africa
6633,Being lectured by the president on fiscal responsibility is a little bit like Tony Soprano talking to me about law and order in this country.,0,lectured president fiscal responsibility little bit like tony soprano talking law order country
26506,"But it seems to me if we start to take choices away from people and if we drive them into one type care, eliminate fee-for-service altogether or eliminate the fact you can go to your own doctor, you have to go somewhere else, then I think we've taken a giant step backward in the United States of America.",0,seems start take choice away people drive one type care eliminate feeforservice altogether eliminate fact go doctor go somewhere else think weve taken giant step backward united state america
1432,It means that the American buyer is getting a better bargain today because inflation is less.,1,mean american buyer getting better bargain today inflation le
17847,"Now, maybe I'm expected to ask that same question again.",0,maybe im expected ask question
12948,I served it uh - in the war.,0,served uh war
16401,And I ask you to consider the experience I have had in working with a President who has revolutionized the situation around the world.,0,ask consider experience working president revolutionized situation around world
33706,And I think it's going down.,0,think going
22394,How about Sandra Day O'Connor as an example?,0,sandra day oconnor example
18194,It's like a huge tax gap.,0,like huge tax gap
23961,Those are the people who in the 1980s had their incomes go up while their taxes went down.,1,people income go tax went
22967,We've got a whole bunch of countries that pay a price for dealing with the United States of America now.,0,weve got whole bunch country pay price dealing united state america
26941,But the key that we're going to have to pursue is a -- is a pathway to get the Muslim world to be able to reject extremism on its own.,0,key going pursue pathway get muslim world able reject extremism
3564,"And he's also right that oftentimes lobbyists and special interests are the ones that are introducing these kinds of requests, although that wasn't the case with me.",1,he also right oftentimes lobbyist special interest one introducing kind request although wasnt case
24593,"But maybe you meant that some in the country don't have the will to fight it, but those that are out there on the front line, as you know -- you've been a strong backer of law enforcement -- really -- I just want to clear that up --have the will to fight it, and, frankly, some of them are giving their lives.",1,maybe meant country dont fight front line know youve strong backer law enforcement really want clear fight frankly giving life
28616,I want the next president to have fast track negotiating authority to open up markets around the world.,0,want next president fast track negotiating authority open market around world
16910,"I think the American people want a Republican president to check on any excesses that come out of the next Congress, if it is a Democratic Congress.",0,think american people want republican president check excess come next congress democratic congress
1787,"They can buy a computer for their kid who's going off to college, which means they're spending more money, businesses have more customers, businesses make more profits, and then hire more workers.",1,buy computer kid who going college mean theyre spending money business customer business make profit hire worker
5548,Let me tell you what I'm actually going to do.,0,let tell im actually going
2169,I can't understand how you can cut Medicare $716 billion for current recipients of Medicare.,1,cant understand cut medicare billion current recipient medicare
24379,"And I've stood up with these people, and I understand what you have to do to be strong in this situation, and it's moving, not as fast as we'd like.",0,ive stood people understand strong situation moving fast wed like
12978,And I believe it incumbent upon us now to do that.,0,believe incumbent upon u
20414,"Now, another big difference is Governor Bush is proposing to open up some of our most precious environmental treasures, like the Arctic National Wildlife Refuge for the big oil companies to go in and start producing oil there.",1,another big difference governor bush proposing open precious environmental treasure like arctic national wildlife refuge big oil company go start producing oil
32475,And she never will change.,0,never change
25903,I think what Mr. Arafat wants us to do is to make sure that everybody honors the agreements they've already made.,0,think mr arafat want u make sure everybody honor agreement theyve already made
16884,"The anti-Washington feeling, in my opinion, ought to be focused on the Congress of the United States.",0,antiwashington feeling opinion ought focused congress united state
7024,"And if we're fiscally responsible and put America back to work, we're going to fix Social Security.",0,fiscally responsible put america back work going fix social security
11947,"I agree with that, and I did support that law.",0,agree support law
12535,We learned from their mistakes.,0,learned mistake
6911,"I believe that your health care is just as important as any politician in Washington, D. C.",0,believe health care important politician washington c
25606,A President must know right then.,0,president must know right
14707,I just believe it's time to change.,0,believe time change
18213,"We just read on the front pages of America's papers that there are over 100,000 hours of tapes, unlistened to.",1,read front page america paper hour tape unlistened
21816,I think you have to take on medical fraud.,0,think take medical fraud
18098,"And that's why it's essential that we have strong alliances, and we do.",0,thats essential strong alliance
8622,"That's the question before the American people, and only you can decide what you want, what you want this country to be, what you want to do with the future.",0,thats question american people decide want want country want future
15401,It is part of my consciousness and of my commitment to continue this progress.,0,part consciousness commitment continue progress
26125,"Pam, what the president didn't tell you is all his tax cuts expire the year 2000, but these increases go on forever.",1,pam president didnt tell tax cut expire year increase go forever
3894,"Jim, there are a whole bunch of things we have got to answer.",0,jim whole bunch thing got answer
18935,In the hands of a terrorist enemy.,0,hand terrorist enemy
9823,How about the growth of the economy?,0,growth economy
6305,Senator McCain and I actually agree on two things that he just mentioned.,0,senator mccain actually agree two thing mentioned
9552,"Nobody who's looked at it that's serious, actually believes it adds up.",0,nobody who looked thats serious actually belief add
32920,"I have, between Facebook and Twitter, I have almost 25 million people.",0,facebook twitter almost million people
360,"And when you do that, you've have homeless families.",0,youve homeless family
346,"I see the funding that is required, and I hope the Congress will fully fund this bill.",0,see funding required hope congress fully fund bill
24179,"Step one, the American people send me up there, the day after election, I'll get with congressional--we won't even wait till inauguration, and I'll ask the president to help me and I'll ask his staff to help me.",0,step one american people send day election ill get congressionalwe wont even wait till inauguration ill ask president help ill ask staff help
18668,It just shows a significant difference of opinion.,0,show significant difference opinion
7459,"""Fortunately, she didn't hold me to that deal.",0,fortunately didnt hold deal
16382,Kitty and I are very grateful to all of you for the warmth and the hospitality that you've given to us in your homes and communities all across this country.,0,kitty grateful warmth hospitality youve given u home community across country
16088,"But let me simply say for the record, I did not vote to cut COLAs.",1,let simply say record vote cut cola
28767,I think it's the tone.,0,think tone
33640,"Our jobs are being taken out by the deal that her husband signed, NAFTA, one of the worst deals ever.",1,job taken deal husband signed nafta one worst deal ever
21249,"For those of you making up your mind, I would be honored to have your support.",0,making mind would honored support
12834,But let's look at the other side of the coin.,0,let look side coin
7848,Five cents a day - that's what the food package averages per person.,1,five cent day thats food package average per person
22330,More and more women are being elected.,1,woman elected
3316,This is the first time that I've - remember in the history of our country when we've let a foreign country circumvent or change our Bill of Rights.,1,first time ive remember history country weve let foreign country circumvent change bill right
34231,"OK, so it hasn't fallen.",0,ok hasnt fallen
3025,"So the Ford administration has done a good job in helping our good ally, Israel, and we're dedicated to the survival and security of Israel.",0,ford administration done good job helping good ally israel dedicated survival security israel
511,"It's taken months and months and months to get Mr. Bush and the administration to support that legislation, and they're still resisting.",1,taken month month month get mr bush administration support legislation theyre still resisting
154,But the dynamics of the economy - we cut the taxes and revenues are up by 25 percent in three years.,1,dynamic economy cut tax revenue percent three year
33775,"Just like when you ran the State Department, $6 billion was missing.",1,like ran state department billion missing
27353,"Now, keep in mind that our military spending has gone up every single year that I've been in office.",1,keep mind military spending gone every single year ive office
19946,"And I did stop them, I admit that.",0,stop admit
20775,"Under Vice President Gore's plan, they get $145 of tax relief.",1,vice president gore plan get tax relief
3783,"I just want to make this point, Jim.",0,want make point jim
16762,Our analysis indicates that something in the magnitude of about one hundred fifty to two hundred thousand jobs would uh - be made available.,1,analysis indicates something magnitude one hundred fifty two hundred thousand job would uh made available
12254,Our water is cleaner now.,1,water cleaner
5957,Maybe that's why he's asked for 860 -- sought and proposed $860 billion worth of new spending and wants to raise people's taxes in a time of incredible challenge and difficulty and heartache for the American families.,1,maybe thats he asked sought proposed billion worth new spending want raise people tax time incredible challenge difficulty heartache american family
6321,And that is because they wanted to choose the school that they thought was best for their children.,0,wanted choose school thought best child
32964,Because I think the current court has gone in the wrong direction.,0,think current court gone wrong direction
13146,"Now on the question of disarmament, particularly nuclear disarmament, I must say that I feel that another effort should be made by a new Administration in January of 1961, to renew negotiations with the Soviet Union and see whether it's possible to come to some conclusion which will lessen the chances of contamination of the atmosphere, and also lessen the chances that other powers will begin to possess a nuclear capacity.",0,question disarmament particularly nuclear disarmament must say feel another effort made new administration january renew negotiation soviet union see whether possible come conclusion lessen chance contamination atmosphere also lessen chance power begin posse nuclear capacity
4157,This is a mischaracterization of my position.,0,mischaracterization position
26542,Not just a state problem.,0,state problem
7420,"And as president, I am committed to changing that.",0,president committed changing
2062,"Well, I want to do the same thing, but I've actually identified how we can do that.",0,well want thing ive actually identified
12739,"I would like to point out that when we look at our programs in Latin America, we find that we have appropriated five times as much for Latin America as was appropriated by the previous Administration; we find that we have two billion dollars more for the Export-Import Bank; we have a new bank for Latin America alone of a billion dollars; we have the new program which was submitted at the Bogota Conference - this new program that President Eisenhower submitted, approved by the last Congress - for five hundred million dollars.",1,would like point look program latin america find appropriated five time much latin america appropriated previous administration find two billion dollar exportimport bank new bank latin america alone billion dollar new program submitted bogota conference new program president eisenhower submitted approved last congress five hundred million dollar
14049,"I don't know why -- I've never understood quite why Mr. Perot was so upset it, because one of the guys he used to have working for him, I believe, had foreign accounts.",1,dont know ive never understood quite mr perot upset one guy used working believe foreign account
19359,We have a commission on campaign finance reform.,0,commission campaign finance reform
6249,"You know, that's been stretched by the pro-abortion movement in America to mean almost anything.",0,know thats stretched proabortion movement america mean almost anything
3141,"At the same time, we have to make certain that the Soviet Union's Backfire, which they claim is not an intercontinental aircraft and which some of our people contend is, must also be included if we are to get the kind of agreement which is in the best interest of both countries.",0,time make certain soviet union backfire claim intercontinental aircraft people contend must also included get kind agreement best interest country
21608,I went to a boys' club.,0,went boy club
13032,"And so I say in conclusion, keep America's faith strong.",0,say conclusion keep america faith strong
90,I am very careful in public life about dealing with classified information.,0,careful public life dealing classified information
15542,"I picked Lloyd Bentsen, because I thought he was the best qualified person for the job.",0,picked lloyd bentsen thought best qualified person job
77,"Now, I've outlined in great detail a program for being tough on enforcement at home and abroad, doubling the number of drug enforcement agents, having a hemispheric summit soon after the 20th of January when we bring our democratic neighbors and allies together here in this hemisphere and go to work together.",1,ive outlined great detail program tough enforcement home abroad doubling number drug enforcement agent hemispheric summit soon th january bring democratic neighbor ally together hemisphere go work together
810,"25th of December, Mr. Vice President.",0,th december mr vice president
12943,And that's the testimony of uh - General Twining and the Assistant Secretary of State in fifty-eight.,1,thats testimony uh general twining assistant secretary state fiftyeight
18364,And I honor their sacrifices.,0,honor sacrifice
13621,And that's why I want to get the deficit down by controlling the growth of mandatory spending.,0,thats want get deficit controlling growth mandatory spending
24996,"And I've made it very plain to them, we seek no superiority.",0,ive made plain seek superiority
15406,"But I would like to call the attention of the people to the fact that that so-called simple amendment would be used by mischievous men to destroy discriminations that properly belong, by law, to women respecting the physical differences between the two sexes, labor laws that protect them against things that would be physically harmful to them.",0,would like call attention people fact socalled simple amendment would used mischievous men destroy discrimination properly belong law woman respecting physical difference two sex labor law protect thing would physically harmful
14843,"Seven out of eight years, the budget commitments for defense went down, 37% in all.",1,seven eight year budget commitment defense went
2016,"And actually, you said it back in 2010.",0,actually said back
17021,A president should be the same thing to all people.,0,president thing people
7067,And we'll continue to do so over the next four years.,0,well continue next four year
21657,"The president wants it, but we can't get it because we sit here in gridlock because it's a campaign year.",0,president want cant get sit gridlock campaign year
1065,"We have seen on Capitol Hill, in the Congress, uh - a great many uh - allegations of wrong-doing, of uh - alleged immorality, uh - those are very disturbing to the American people.",0,seen capitol hill congress uh great many uh allegation wrongdoing uh alleged immorality uh disturbing american people
21729,"So we're making progress but until we get that one done, we're not going to solve the neighborhood crime problem.",0,making progress get one done going solve neighborhood crime problem
18971,"Well, let me just say quickly that I've had an extraordinary experience of watching up close and personal that transition in Russia, because I was there right after the transformation.",0,well let say quickly ive extraordinary experience watching close personal transition russia right transformation
12400,"I got some of the details wrong last week in some of the examples that I used, Jim, and I'm sorry about that.",1,got detail wrong last week example used jim im sorry
28119,I think price controls would hurt our ability to continue important research and development.,0,think price control would hurt ability continue important research development
1243,"This has not been done, unfortunately.",0,done unfortunately
26149,You should expect that from both of us.,0,expect u
24939,"So, I can only tell you about the manual -- that we're not in the habit of assigning guilt before there has been proper evidence produced and proof of that guilt.",0,tell manual habit assigning guilt proper evidence produced proof guilt
15039,"Almost all of our citizens came here from other lands and now have hopes, which are being realized, for a better life, preserving their ethnic commitments, their family structures, their religious beliefs, preserving their relationships with their relatives in foreign countries, but still holding themselves together in a very coherent society, which gives our nation its strength.",0,almost citizen came land hope realized better life preserving ethnic commitment family structure religious belief preserving relationship relative foreign country still holding together coherent society give nation strength
11100,"Katie, it's a terrific question and we have a difficult situation in Pakistan.",0,katie terrific question difficult situation pakistan
1428,"As a matter of fact, based on the announcement this week, there will be at an annual rate of a million, eight hundred and some thousand new houses built, which is a tremendous increase over last year and a substantial increase over the earlier part of this year.",1,matter fact based announcement week annual rate million eight hundred thousand new house built tremendous increase last year substantial increase earlier part year
28418,"You may not be one of them, you're just not one of the right people.",0,may one youre one right people
7811,We must not meet the Communists purely in the field of gross atheistic materialism.,0,must meet communist purely field gross atheistic materialism
526,One of the greatest barriers to opportunity for a family and for those children is the threat that they mat lose their health insurance.,0,one greatest barrier opportunity family child threat mat lose health insurance
17353,"The American people see this debt, and they know it's got to come down.",0,american people see debt know got come
23887,I don't have any experience in running up a $4 trillion debt.,0,dont experience running trillion debt
21321,We got to cut it out.,0,got cut
14593,"He said I want to take it from the rich, raise $150 billion from the rich.",1,said want take rich raise billion rich
27361,The math simply doesn't work.,1,math simply doesnt work
33235,"We are going to appoint justices that will feel very strongly about the Second Amendment, that will not do damage to the Second Amendment.",0,going appoint justice feel strongly second amendment damage second amendment
23202,"I come from the school of thought that says when people have more money in their pocket during economic times, it increases demand or investment.",0,come school thought say people money pocket economic time increase demand investment
7617,"And I said that I felt that rather than tell the lie which we told, rather than indicate that the flights would continue - in fact, I believe Mr. Nixon himself said on May fifteenth that the flights would continue even though Mr. Herter testified before the Senate Foreign Relations Committee that they had been canceled as of May twelfth - that it would have been far better that if we had expressed regrets, if that would have saved the summit, and if the summit is useful - and I believe it is.",1,said felt rather tell lie told rather indicate flight would continue fact believe mr nixon said may fifteenth flight would continue even though mr herter testified senate foreign relation committee canceled may twelfth would far better expressed regret would saved summit summit useful believe
21812,"So we have to have, in my judgment, a drastic simplification of the basic health insurance policies of this country, be very comprehensive for everybody.",0,judgment drastic simplification basic health insurance policy country comprehensive everybody
5695,"Senator Obama, I am not President Bush.",0,senator obama president bush
7434,And we worked together with Democrats to relieve the tax burden on the middle class and all who pay taxes in order to make sure this economy continues to grow.,1,worked together democrat relieve tax burden middle class pay tax order make sure economy continues grow
1693,That's not what I'm going to do.,0,thats im going
13395,Because America must be able to grow enough not only to take care of our needs at home for better education and housing and health - all these things we want.,0,america must able grow enough take care need home better education housing health thing want
20662,"If you entrust me with the presidency, I will do whatever is necessary in order to make sure our forces stay the strongest in the world.",0,entrust presidency whatever necessary order make sure force stay strongest world
16686,Uh - we had last year a $65 billion deficit - the largest deficit in the history of our country - more of a deficit spending than we had in the entire eight-year period under President Johnson and President Kennedy.,1,uh last year billion deficit largest deficit history country deficit spending entire eightyear period president johnson president kennedy
4155,"Look, I mean, Senator McCain keeps on using this example that suddenly the president would just meet with somebody without doing any preparation, without having low-level talks.",0,look mean senator mccain keep using example suddenly president would meet somebody without preparation without lowlevel talk
20753,Imagine how many IRS agents it is going to take to be able to figure out his targeted tax cut for the middle class that excludes 50 million Americans.,1,imagine many irs agent going take able figure targeted tax cut middle class excludes million american
23651,"You know, it's just not that simple.",0,know simple
837,"I see a man that took the leadership in the Job Training Partnership Act and that retrains people in this highly competitive changing society we're in, so if a person loses his hob he is retrained for a benefit-for a-work that will be productive and he won't have to go on one of these many programs that the liberal-talking about.",1,see man took leadership job training partnership act retrains people highly competitive changing society person loses hob retrained benefitfor awork productive wont go one many program liberaltalking
32011,He never apologized to the reporter that he mimicked and mocked on national television and our children were watching.,1,never apologized reporter mimicked mocked national television child watching
2677,"Jim, I had the great experience -- it didn't seem like it at the time -- of being elected in a state where my legislature was 87 percent Democrat.",0,jim great experience didnt seem like time elected state legislature percent democrat
28901,I was sworn to uphold the laws of my state.,0,sworn uphold law state
15528,And so I'm proud of my choice.,0,im proud choice
29325,And now you want to approve Trans-Pacific Partnership.,1,want approve transpacific partnership
14230,"In order to lead, you first have to use the White House as a bully pulpit and lead; then you have to develop consensus or you can't get anything done, and that's where we are now.",0,order lead first use white house bully pulpit lead develop consensus cant get anything done thats
12805,The kind of tests which you can't detect are underground or in - in uh - perhaps in outer space.,0,kind test cant detect underground uh perhaps outer space
28555,"If we keep somebody -- you know, illegally using a gun, there needs to be a consequence.",0,keep somebody know illegally using gun need consequence
5818,Let me -- let me complete...,0,let let complete
7591,"As a matter of fact in his book, The Strategy for Peace, he took the right position.",0,matter fact book strategy peace took right position
14847,"In the Middle East, we've worked for a peace treaty between Israel and Egypt, successfully, and have tied ourselves together with Israel and Egypt in a common defense capability.",1,middle east weve worked peace treaty israel egypt successfully tied together israel egypt common defense capability
19033,"I ask you to give me the opportunity to lead this great nation, so that we can be stronger here at home, respected again in the world, and have responsible leadership that we deserve.",0,ask give opportunity lead great nation stronger home respected world responsible leadership deserve
9999,And it's time for them to get serious on it.,0,time get serious
320,To the best of my knowledge he's never once suggested that a session of the Senate begin with the Pledge of Allegiance.,1,best knowledge he never suggested session senate begin pledge allegiance
5515,Making sure that CEOs are not enriching themselves through this process.,0,making sure ceo enriching process
21159,"And so I don't know the man well, but I've been disappointed about how he and his administration have conducted the fundraising affairs.",0,dont know man well ive disappointed administration conducted fundraising affair
15870,I think you believe in them.,0,think believe
95,And so I think it's about time we get this Noriega matter in perspective.,0,think time get noriega matter perspective
26977,"Well, of course I don't concur with what the president said about my own record and the things that I've said.",0,well course dont concur president said record thing ive said
20390,He said all poor seniors.,0,said poor senior
3566,"Senator McCain is proposing -- and this is a fundamental difference between us -- $300 billion in tax cuts to some of the wealthiest corporations and individuals in the country, $300 billion.",1,senator mccain proposing fundamental difference u billion tax cut wealthiest corporation individual country billion
22935,"It denigrates an alliance to say we're going alone, to discount their sacrifices.",0,denigrates alliance say going alone discount sacrifice
11126,We washed our hands of Afghanistan.,0,washed hand afghanistan
20492,I know we need to change a lot of minds before we get there in America.,0,know need change lot mind get america
17648,It had nothing to do with the transfer of payments from government by way of many programs.,0,nothing transfer payment government way many program
23264,I have a tax cut.,0,tax cut
28063,We're one of the first states that said you can sue an HMO for denying you proper coverage.,1,one first state said sue hmo denying proper coverage
27297,We have every two years tests that look at how well our kids are doing.,0,every two year test look well kid
9624,Now one of the reasons I was able to get so many good women to be part of that team was because of our recruiting effort.,0,one reason able get many good woman part team recruiting effort
13537,Its growth rate is not what counts; it's whether it is catching up with us and it is not catching up with us.,0,growth rate count whether catching u catching u
1758,"The second area, taxation, we agree, we ought to bring the tax rates down.",0,second area taxation agree ought bring tax rate
25407,Why don't we stop this madness now and draw a line and keep the heavens free from war?,0,dont stop madness draw line keep heaven free war
24556,"And if you can't get there, just recognize we're all stuck with one another because nobody's going anywhere, right?",0,cant get recognize stuck one another nobody going anywhere right
13008,"We had a good neighbor policy, yes.",0,good neighbor policy yes
15029,Those who suffered from discrimination because of race or sex certainly knew we had a racial problem.,0,suffered discrimination race sex certainly knew racial problem
27930,"It's just a tragedy in a nation so prosperous as ours, that the last four years have been so hard.",0,tragedy nation prosperous last four year hard
33221,They're running millions of dollars of ads against me.,1,theyre running million dollar ad
27653,"When he came home and he wanted to become a nurse, he had to start from scratch.",0,came home wanted become nurse start scratch
29714,"We have a situation where we have our inner cities, African- Americans, Hispanics are living in he'll because it's so dangerous.",1,situation inner city african american hispanic living hell dangerous
32865,I want to be the best president I can be for every American.,0,want best president every american
33881,And it's not just about women.,0,woman
28421,You talk about eight years?,0,talk eight year
22735,We're going to make elections.,0,going make election
15051,"And indeed, every time it has increased you will find there is an increase in minority unemployment among young people.",1,indeed every time increased find increase minority unemployment among young people
26384,"We've lost 357,000 manufacturing jobs.",1,weve lost manufacturing job
11315,"We've got to try to have talks, understanding that we're not taking military options off the table.",0,weve got try talk understanding taking military option table
10987,"It is certainly small-business people and others, and they understand that responsibility.",0,certainly smallbusiness people others understand responsibility
24311,and the military that liked it better the way it used to be.,0,military liked better way used
1729,I'd like to clear up the record and go through it piece by piece.,0,id like clear record go piece piece
13376,But Social Security is a tax.,0,social security tax
4110,"And I'm glad that Senator McCain brought up the history, the bipartisan history of us engaging in direct diplomacy.",0,im glad senator mccain brought history bipartisan history u engaging direct diplomacy
22623,"But as we learned in the same report I quoted, Saddam Hussein was gaming the oil-for-food program to get rid of sanctions.",1,learned report quoted saddam hussein gaming oilforfood program get rid sanction
13954,"Look, if Ross were right when we get a free trade agreement with Mexico, why wouldn't they have gone down there now?",0,look ross right get free trade agreement mexico wouldnt gone
28173,"Under Governor Bush, Texas has sunk to be 50th out of 50 in health care -- in health insurance for their citizens.",1,governor bush texas sunk th health care health insurance citizen
29446,"And with a little leadership, you'd get it in here very quickly, and it could be put to use on the inner cities and lots of other things, and it would be beautiful.",0,little leadership youd get quickly could put use inner city lot thing would beautiful
11206,"But most importantly, we have to have the same strategy, which Senator Obama said wouldn't work, couldn't work, still fails to admit that he was wrong about Iraq.",0,importantly strategy senator obama said wouldnt work couldnt work still fails admit wrong iraq
8938,"And eliminated probably more quickly than our plan, but we wanted to be so conservative with it, that people would see how.",0,eliminated probably quickly plan wanted conservative people would see
1519,We have reduced the military manpower by a million four hundred thousand.,1,reduced military manpower million four hundred thousand
16655,We expect to have a lower deficit in fiscal year 1978.,0,expect lower deficit fiscal year
4000,"And in the meantime, they weren't going after Al Qaida, and they are more powerful now than at any time since we began the war in Afghanistan.",1,meantime werent going al qaida powerful time since began war afghanistan
21890,"Why shouldn't you get what you want, as opposed to what some lobbyist cuts a deal, writes a little piece in the law and he goes through.",0,shouldnt get want opposed lobbyist cut deal writes little piece law go
24743,"Now, just a few days ago a bipartisan commission of Republicans and Democrats -- more Republicans than Democrats -- said my plan will save the average family $1200 a year more than the Bush plan will by the year 2000, $2.2 trillion in the next 12 years, $400 billion a year by the end of this decade.",1,day ago bipartisan commission republican democrat republican democrat said plan save average family year bush plan year trillion next year billion year end decade
17127,It gets larger even with growth.,0,get larger even growth
30445,It's not about us so much as it is about you and your families and the kind of country and future you want.,0,u much family kind country future want
23748,"I'll never give a veto over American security to any other entity -- not a nation, not a country, not an institution.",0,ill never give veto american security entity nation country institution
33888,"He went after a federal judge, born in Indiana, but who Donald said couldn't be trusted to try the fraud and racketeering case against Trump University because his parents were Mexican.",1,went federal judge born indiana donald said couldnt trusted try fraud racketeering case trump university parent mexican
2485,"Innermountain Healthcare does it superbly well, Mayo Clinic is doing it superbly well, Cleveland Clinic, others.",1,innermountain healthcare superbly well mayo clinic superbly well cleveland clinic others
18610,They're fighting us because they're fighting freedom.,0,theyre fighting u theyre fighting freedom
